k[h/Mpc] G1(z=0.00) G1(z=0.50) G1(z=1.0) G1(z=2.0) G1(z=3.0)
3.3252955177725587 0.7650606430517737 0.949050831739731 1.301831136098254 2.170476376441221 2.314148403731812
3.355907602459837 0.7088697851732384 0.8865894751056346 1.2792271071651233 2.1793262704724397 2.3939841352621705
3.3865306737253174 0.7393928812498107 0.8840939422478542 1.2988806641102064 2.1281937158637643 2.364968852146525
3.4171757149314272 0.7309736467704031 0.9516063685810583 1.2756482788971337 2.1914702685114626 2.3619814402221486
3.4478696153780355 0.7747713591356686 0.9470853919688769 1.2991401450040163 2.112588681690634 2.4002263712309624
3.4785510687562136 0.7222979487239023 0.8804377046005316 1.2292802384489 2.1564233875705217 2.3711672031372
3.50925022131958 0.7038837191403513 0.9522044537551153 1.2532002516053695 2.1391288096661443 2.3804610355598896
3.539940653302945 0.6926209907653791 0.9626996255623738 1.2390443220342582 2.1523269613862936 2.3934995372557983
3.57056576574176 0.7705093185874567 0.9007095843679596 1.2640755653314428 2.129226053423996 2.385761440069343
3.6012277617330914 0.7420365385405936 0.8469102773475344 1.2329899239793134 2.1584196367525914 2.4313603335947
3.631841236564645 0.7110055067233878 0.7803174259019121 1.2440371252685831 2.1316879399253272 2.3973244702184924
3.6623767603668616 0.7398218498087727 0.7793512249813483 1.2064461782788087 2.156897567634539 2.43451398996328
3.693086807517381 0.5673416445390844 0.8543925161709554 1.1299897848142617 2.19142674586375 2.3977168584676765
3.723774872404399 0.682132379323136 0.7633184692473186 1.1883525813340183 2.1721580493476695 2.409016512856243
3.7543930029262973 0.7045814023577712 0.7585675424236146 1.151345966877412 2.1633432940465536 2.399625734240094
3.785080283446499 0.7074612666428826 0.7472857718209932 1.2296978282360282 2.1700539755885386 2.4071339831811747
3.815795082008872 0.7678058574540669 0.8253882674671373 1.1660000597817382 2.2180154478537104 2.4265365641132384
3.846521658105156 0.7168906459809532 0.729029347256377 1.1992068455078646 2.162183984477646 2.4066143463697345
3.8770368670411477 0.7082500823001703 0.7553156879509944 1.095178235187274 2.184695109550994 2.4053802197012217
3.9075642122753926 0.6812605319439435 0.7313535397005047 1.1398194488760804 2.129195406503092 2.4421962026546433
3.938236696424191 0.7535860702045438 0.7526649035444943 1.199507031807035 2.180648937187013 2.404826113064072
3.968919737390054 0.739622765764486 0.8331685235466388 1.092556790656312 2.143938654426236 2.42517292623681
3.9996037917254976 0.7575968963967106 0.7231116199605523 1.1240207302514285 2.174987935115861 2.375749719524388
4.030225463674877 0.6863657812608503 0.7534856288256654 1.1161085483581137 2.182063229625897 2.4046469124822236
4.060932122422872 0.7319741304466221 0.7358296325338352 1.1749669473353723 2.112187004672921 2.4476111728082786
4.091696298535188 0.7237504117362248 0.7359721872475089 1.1292167470042953 2.0918040057612863 2.42968965522903
4.1222925895454985 0.724762890753694 0.721565814090694 1.0513285819640692 2.0607120891093675 2.4228891452021157
4.152845119446953 0.6600875243371895 0.7449568258862065 1.0184062536522673 2.0779057375982575 2.388864596800614
4.183517789314664 0.7424417246541026 0.7500323714084887 1.0174242684574022 2.018447477907193 2.4489868875574725
4.214182675026638 0.7632147490693131 0.7850423820070396 1.0642062014690787 2.0431485675965715 2.471500896440221
4.244817944262285 0.6920177294780783 0.7631693163570361 1.0135756808972716 2.048622190756338 2.399636318618891
4.275455262273149 0.6568216330868903 0.6981002005883445 1.08546884146319 2.053704600435461 2.4363457241285187
4.306112416596697 0.6613713240671704 0.7140532964124751 1.0243508154048067 2.005201152433745 2.4326421634343065
4.3367604416834045 0.6634551451431181 0.6994214023681302 0.9336646496577897 2.033775109817287 2.439632884547447
4.367364028326304 0.7466389715243837 0.7231102707243264 0.9896145452881534 2.0334969194103465 2.4366364096006716
4.398030026612897 0.6834212228211611 0.6958183061873287 0.9641302814972141 1.995476101938503 2.4222091950874485
4.428705446734398 0.6516266099589474 0.6957408198026651 1.0315231118295123 2.0164616030387026 2.4017084623545886
4.4593938479568624 0.615174850245811 0.7391765580864763 1.0101942452320127 2.069406300870498 2.4264459221570878
4.490116209994855 0.6324503162697659 0.6600751254006221 0.9710926879020287 2.037873981493674 2.4562604048538477
4.520752345336199 0.6456557301632282 0.5988314074707022 0.8926090571303306 2.0074312275886204 2.44250179748962
4.551386650149141 0.6359370600093517 0.6422862656598036 0.9771045187837228 1.9611957835221139 2.4421792055867764
4.582096221751243 0.6733274136029399 0.6080158931161586 0.9603026908809296 2.0130374564248488 2.432454602623009
4.612688534653388 0.5845118836534857 0.6471078433705759 0.9961974477704185 1.968186749882515 2.4489284942088796
4.643259024743279 0.595393526776471 0.6860832369744363 0.9619946817183371 1.9573751039610991 2.468975387110088
4.673868740762218 0.6099761481421784 0.6382059045560402 0.9687947251733346 1.9809311674241714 2.3970466597928497
4.70457668398403 0.6040364503136164 0.6367822641626486 0.9960152107292791 1.9422570577766247 2.4556293194868037
4.735304013001362 0.6370768704714602 0.6465609055218428 0.9341509665422004 1.9743243373238266 2.4349205313764655
4.765898071021644 0.5582131769934495 0.6063633285958044 0.9688279528486692 1.9908692565480655 2.449945488543779
4.796520194766579 0.5824157069099145 0.6404188001666847 0.9784494842870716 1.9163748229245197 2.4588510572054227
4.82712281462574 0.6465365910855769 0.5584223276396008 0.8750522252898842 1.8887528710434154 2.4650217250353323
4.8578107243305215 0.5781336092796985 0.6068519150537304 0.9386140499685227 1.8862991571962089 2.4125373894853137
4.888495688830856 0.5927081768461406 0.6153092380257833 0.960743314830881 1.8990493056327704 2.448230179458991
4.919067623785439 0.578311626544481 0.6483496298629601 0.9526690246688709 1.8961347760985507 2.4501354915295
4.949747873972601 0.5903951598471524 0.6704183779307334 0.9268446475437944 1.871758926277836 2.3981972618535057
4.980457078890422 0.5531371514181915 0.5988926829552275 0.9717231929729031 1.8486796264528498 2.4534873776334534
5.011103157947713 0.579142531160175 0.618691004985761 0.9534339977452486 1.89127818277177 2.4520868979196706
5.041765813466237 0.5620368651370466 0.6144192763143661 0.9248821870707267 1.877453705482481 2.4436417247820943
5.072439675138551 0.5493331906023602 0.6288226907391872 0.8617410807787851 1.869630339141776 2.4495185569553515
5.10306379883577 0.5275988724021241 0.6445048194199646 0.8522167998551142 1.847011375616718 2.4405809503802685
5.133675448953464 0.6155720667386255 0.6976072157761484 0.9179112766116495 1.8748204211375485 2.435206234786516
5.164297654560415 0.5786523336212246 0.6373680993827617 0.780936109033538 1.8348412267906014 2.436118401437909
5.19495995277881 0.6283477454911934 0.6512776229924231 0.8225805586596011 1.8010861356192454 2.4353161427987304
5.22568083554217 0.5469039817234345 0.6712401940207069 0.8991642332201759 1.8218451856382405 2.439617897131394
5.256346091287109 0.5761680860138552 0.5863600774726301 0.8875372748792552 1.8379686936769284 2.431425857332823
5.286966824751803 0.5353042370117211 0.6642140065214444 0.8746923462262017 1.8457814802973647 2.427042955761586
5.317620034281391 0.6078736488184167 0.6506360871173644 0.8092931550432028 1.839738386541644 2.4170624247185213
5.3482709499150785 0.6061138916167685 0.611986940918533 0.8648190624579208 1.8218130755504007 2.4345694559466744
5.378950748103062 0.6071687597403341 0.6142153669282118 0.858207996733231 1.8213889708046564 2.4101746558137105
5.409578746694606 0.5238739383184188 0.6333417034535131 0.828301989196674 1.8518376380194437 2.405999736971456
5.440127100599964 0.5782602090927647 0.5458957767615343 0.8495355789128406 1.8196036598942795 2.4452381296424877
5.470744925834705 0.5072746870149425 0.6332245271024262 0.8426644228986002 1.827836970676387 2.4178731638025397
5.501430022650824 0.5879124162306892 0.5527012035334304 0.8760632195517513 1.8241756401276648 2.4093179903869437
5.53214520476844 0.5426489654683764 0.5554222835119816 0.7908044936201059 1.7930711292431116 2.4224504741637265
5.5627539926006015 0.5702972429146214 0.630154539599147 0.8477597940026906 1.786569003813267 2.410050879912374
5.593367868870718 0.5716991768722346 0.5828867048463648 0.8636393880166149 1.822684110315894 2.4265688536400223
5.624113690065494 0.5726742731142442 0.6457662789671987 0.8388806204656302 1.8361779871162365 2.393983128945238
5.654780721103304 0.5787404577043775 0.5629926280632098 0.8484778077425155 1.7889997674069655 2.400358361663965
5.685417009954575 0.5347561634219877 0.558348777239487 0.8250218474717821 1.8149322807939479 2.4022188535260565
5.716074347190569 0.5714386929513027 0.5620218063099444 0.8078598577824398 1.7722405197045665 2.379345921419017
5.746774998068498 0.5936889624044228 0.631530410348923 0.8136737629513086 1.746069833590007 2.4008740378174247
5.777423306038586 0.5942278413619095 0.6433980651524811 0.8110264654381558 1.7711738367737226 2.4108157957853384
5.808003208626504 0.5448434353138532 0.5997354754699831 0.8100246627930834 1.7563931163968385 2.407594825415
5.838613762004135 0.5573404955097039 0.6357834849139525 0.829132607636148 1.759624074992717 2.411176430018019
5.8692838727201355 0.6084304639809324 0.6867577320498558 0.7971355759458583 1.7531127629402616 2.3940808039648607
5.899943649772824 0.5441451795507712 0.588779227056148 0.8337525761141178 1.7460410629197687 2.354493674482002
5.9305629811599205 0.5482222945394988 0.6175537468796154 0.8414651758915397 1.7259107417496051 2.395986655273002
5.961229675060951 0.5588210309528185 0.6097155675991421 0.7881734943309355 1.7248202727723867 2.3724947062710235
5.991921092405892 0.5055421795516135 0.6437751013307884 0.765056655696845 1.7198834679438328 2.3767349747336644
6.022614760998701 0.5796762044727521 0.6243270588615946 0.8260222898851114 1.7613340626100138 2.3850037364663637
6.053206737367959 0.5377055581659262 0.5857286031450124 0.7595775987590729 1.7498402579942363 2.369015015350625
6.083799738495641 0.49849304475587775 0.6332016183354238 0.7334043260654144 1.6982758375473164 2.3712441212307986
6.114471164792227 0.5185689525073578 0.6224061149119022 0.7575535966450719 1.6566038579307862 2.349751127280213
6.145131186055991 0.5322869263278784 0.6936252653527253 0.7448193077044107 1.6387460412757546 2.359879839448003
6.1757767202043965 0.5204690551486857 0.5990707139513438 0.7454965763497501 1.682798255942238 2.3542420739507897
6.206423000303268 0.51453954131369 0.6128092862028385 0.7045047747722314 1.6880654685806273 2.352101741954265
6.237096434864668 0.49478491090431564 0.5682074175596719 0.7351017496085075 1.674676825514589 2.366172519169293
6.267741492842417 0.4737523478697836 0.5702564573734634 0.7594383450090705 1.640863718425391 2.3650934155572036
6.298421654117954 0.5184356889277453 0.6158266628722588 0.6994925411722497 1.671984827874873 2.3040704111939165
6.32910878797443 0.5027880279706776 0.5994081421060828 0.7094101373206749 1.5918837021098806 2.352156780025166
6.359721158315376 0.5174806465284765 0.5728469777783196 0.7768337218570049 1.6568777469562286 2.3577583225456884
6.3903493888744025 0.5319778080483184 0.5654887078501845 0.7075276513002486 1.583231616076675 2.3687748683900756
6.4210038235958296 0.4891575118692959 0.5991267035476533 0.6709673721146198 1.672666876861738 2.3110476970203315
6.4516517563277205 0.5179880543148696 0.598387134046215 0.7064440281081137 1.6532584655378741 2.341783600568152
6.482281078581036 0.47637881240555124 0.6122692610462649 0.6895465053845433 1.6271666387741202 2.336512431659872
6.512906985866306 0.47082766302581236 0.5424330684931363 0.662380363951314 1.645234758704591 2.328107782535812
6.543613722482208 0.4674176340382674 0.6434169402403991 0.6788240245422805 1.6257740833713645 2.2838383711181907
6.574298381710791 0.4655771843078227 0.6065567075971935 0.6958254666977524 1.6058917419911878 2.2736692656136235
6.604888732255651 0.46735111291212217 0.6478541990549087 0.6679534325901317 1.5244641442704439 2.3116055617072524
6.635529499839192 0.4486813252924149 0.6711199652175905 0.6562979056766695 1.6025643573029065 2.2854670995176223
6.66617812802592 0.46470807456129526 0.6488853822950771 0.6571626543462254 1.5522053577509367 2.3012694850599553
6.696852865696923 0.4452293168412258 0.688346472104271 0.6882989748952233 1.614983084498295 2.2926131929794176
6.727505915484715 0.40903943507662577 0.6389107186517763 0.704788974465105 1.5786843681458071 2.263758042479541
6.758101295671616 0.4428384142710651 0.6944708019085171 0.6615247791940977 1.5613536749211878 2.2723361891140743
6.788782380263182 0.4340093599201633 0.5945969981255474 0.6607484637052554 1.5463546411613207 2.2615910335073925
6.819441255290108 0.44681246723234924 0.6732307299524414 0.6284145166309921 1.5235720377360633 2.301346436539811
6.850088597609649 0.46179706816623645 0.6140386616774562 0.6408789153927241 1.5452105733104686 2.2833525122289275
6.880767063355592 0.42219922555410516 0.6383673091630084 0.6803462541733085 1.5027600545196855 2.2901056425593
6.9114159685561605 0.44340512818774824 0.6369981673289778 0.6723813367193966 1.497101331940242 2.2882398544348033
6.942053047332843 0.3626931816404777 0.6555349174511246 0.64181976247438 1.4879573814050415 2.3011708288583503
6.972685235385795 0.43949047497948035 0.6079014341112028 0.6458654119605478 1.5045272076766376 2.287142920859308
7.003351778647644 0.4167410618544243 0.5586548230601518 0.6406143905552093 1.496889831360187 2.2835751541451685
7.034039569390622 0.44815263922640236 0.5809839492320577 0.6258162361509885 1.5010267498058543 2.260022442918384
7.064669234631867 0.40377761795130085 0.6334953643161974 0.6342652585789104 1.5229980055328467 2.25862686133319
7.095292897751143 0.4450900188594964 0.534904853232 0.6193173632733373 1.4491547831873834 2.254255623929863
7.125954878233091 0.4168497893591394 0.6024615660190558 0.5816143135937631 1.4161322236676888 2.2745351039972816
7.156641924154587 0.44930502723736887 0.5815712035201652 0.661391834325072 1.4792147227870536 2.2518830462445187
7.1872894492229955 0.39998942474583576 0.5964134067244327 0.609902574558148 1.3876894782363856 2.2665701812504313
7.217910139177414 0.4184235938332703 0.5521311715635011 0.6684040841403592 1.4069924410320493 2.2757950832843004
7.2485691783523505 0.4271228301594865 0.5883582023412444 0.5994752945220676 1.41889603821402 2.258476479203123
7.27918991352567 0.42720396259087634 0.5666835139484573 0.5964373336803167 1.4285198360691682 2.241156348650294
7.309769040096287 0.43062270334177644 0.5826445703193353 0.6170399431161135 1.4082073485775903 2.208621976026397
7.340419279334124 0.4213475489849572 0.5847000307824121 0.6355026775038823 1.4407495550872707 2.2363361252457015
7.371104403163581 0.39460639595453206 0.6310002132751629 0.6037114941183974 1.4067236438066268 2.241423199688029
7.401774162034179 0.37354977866254635 0.5469609428112839 0.5311637741534618 1.4290098281094517 2.213855425772044
7.432460352795604 0.41054673272212794 0.5974270463179434 0.6011770250709649 1.4236211707011317 2.2203878478598607
7.463135970993188 0.4607654941798289 0.5598450236605014 0.651421241910257 1.419320937638103 2.213709448507288
7.4938367694348065 0.4278001080793514 0.5603624875145735 0.6856296177047225 1.437733583997582 2.230781282532705
7.524471054539799 0.41687603511166516 0.5496918496369163 0.6112417446456606 1.3841857586695552 2.2324713632515096
7.555052587072787 0.4114723885373506 0.590142679710089 0.5801757389856731 1.4279348738395354 2.2226026167351565
7.585730506235616 0.40000268002629347 0.5916318801737043 0.6097232352544677 1.4386021249737013 2.228697457750032
7.616388851061438 0.4070032539165802 0.5117233717200901 0.5881290698749381 1.4323268211701874 2.1865191052826103
7.646986975143308 0.42952655098035586 0.5247730420888499 0.5843321264260433 1.4012519895466222 2.233357273763915
7.67764293337945 0.3936145203810759 0.546896678019076 0.578808474276265 1.3354916460566943 2.222669361915826
7.708321367010165 0.4012356071838441 0.545240444232484 0.6203593648420764 1.4375135886669834 2.2196944072564784
7.738976058543908 0.3631853813172814 0.5436683376931846 0.6346759298451624 1.3844493448163715 2.2103047627656114
7.769583983617338 0.3914795284765893 0.5524670567672978 0.568117878324941 1.4145865314654187 2.1667434962045746
7.8002398053089195 0.3586320709874746 0.567111789542661 0.621810951524739 1.3698443654026984 2.2074822135763057
7.830948460876613 0.3566670652353876 0.5119091228157465 0.6471346961528255 1.337290436368785 2.213644611797806
7.861575556311477 0.39435340582013256 0.6041078537464839 0.5381104530444867 1.372102204110911 2.183118409183364
7.892200892691749 0.3722960273081255 0.5500141460466155 0.6113004388785998 1.3631232033841116 2.1555332399607527
7.922848602558638 0.3690561571573925 0.5269307905772262 0.512446493876905 1.3714145197465393 2.1930196031324556
7.953491248685887 0.39826890885599875 0.5198006547791709 0.5529693877494595 1.331746729972238 2.174507498425868
7.984158384461951 0.3663398846393495 0.5508775001640637 0.6317498738600272 1.3352823637910591 2.190842985971878
8.014797490022302 0.3450952266818308 0.5323894880559711 0.5726888468684466 1.3096845522230414 2.184618668690324
8.045412812182713 0.35367006806658496 0.5360210608359637 0.5606418568926566 1.3155460592197352 2.170061367818655
8.076069778176912 0.3803533825757255 0.5313294462099861 0.5231513162079616 1.3472175410286638 2.1932376740467943
